gene1	gene2	connection_type	values
OSM	CYFIP1	common_go_term	GO:0006351(IDA—IMP); GO:0006355(IDA—IMP); GO:0009889(IDA—IMP); GO:0010467(IDA—IMP); GO:0010468(IDA—IMP); GO:0010556(IDA—IMP); GO:0016070(IDA—IMP); GO:0019219(IDA—IMP); GO:0032774(IDA—IMP); GO:0034654(IDA—IMP); GO:0051252(IDA—IMP); GO:0060255(IDA—IMP); GO:0080090(IDA—IMP); GO:0090304(IGI—IMP); GO:0141187(IDA—IMP); GO:2001141(IDA—IMP); GO:0035556(IDA—IMP); GO:0006357(IDA—IMP); GO:0006366(IDA—IMP); GO:0141124(IGI—IMP); GO:0006351(IDA—IMP); GO:0006355(IDA—IMP)
OSM	LILRB1	common_go_term	GO:0009889(IDA—IDA); GO:0010467(IDA—IDA); GO:0010468(IDA—IDA); GO:0010556(IDA—IDA); GO:0060255(IDA—IDA); GO:0007166(IDA—IDA); GO:0009891(IDA—IDA); GO:0009893(IDA—IDA); GO:0010557(IDA—IDA); GO:0010604(IDA—IDA); GO:0001816(IDA—IDA); GO:0001817(IDA—IDA); GO:0001819(IDA—IDA); GO:0010628(IDA—IDA); GO:0023061(IDA—IDA); GO:0031347(IDA—IDA); GO:0032940(IDA—IDA); GO:0051046(IDA—IDA); GO:0051048(IDA—IDA); GO:0051051(IDA—IDA); GO:1903530(IDA—IDA); GO:1903531(IDA—IDA)
OSM	LILRB4	common_go_term	GO:0006351(IDA—IMP); GO:0006355(IDA—IDA); GO:0009889(IDA—IMP); GO:0010467(IDA—IDA); GO:0010468(IDA—IMP); GO:0010556(IDA—IDA); GO:0016070(IDA—IDA); GO:0019219(IDA—IDA); GO:0032774(IGI—IEP); GO:0034654(IDA—IMP); GO:0051252(IDA—IDA); GO:0060255(IDA—IMP); GO:0080090(IDA—IDA); GO:0090304(IDA—IMP); GO:0141187(IDA—IDA); GO:2001141(IDA—IMP); GO:0007166(IDA—IDA); GO:0009966(IDA—IMP); GO:0035556(IDA—IDA); GO:1902531(IDA—IMP); GO:0000165(IGI—IDA); GO:0010648(IDA—IMP); GO:0023057(IDA—IDA); GO:0043408(IDA—IDA); GO:0141124(IDA—IEP); GO:0001816(IDA—IDA); GO:0001817(IDA—IMP); GO:0019221(IDA—IDA); GO:0071345(IGI—IDA); GO:0006351(IDA—IDA); GO:0006355(IDA—IMP); GO:0009889(IGI—IMP); GO:0010467(IDA—IDA); GO:0010468(IDA—IDA); GO:0010556(IDA—IMP); GO:0016070(IDA—IEP); GO:0019219(IDA—IDA); GO:0032774(IDA—IDA); GO:0034654(IDA—IMP); GO:0051252(IDA—IDA); GO:0060255(IDA—IDA); GO:0080090(IGI—IMP); GO:0090304(IDA—IDA)
OSM	LILRB4	common_go_term	GO:0006351(IDA—IMP); GO:0006355(IDA—IDA); GO:0009889(IDA—IMP); GO:0010467(IDA—IDA); GO:0010468(IDA—IMP); GO:0010556(IDA—IDA); GO:0016070(IDA—IDA); GO:0019219(IDA—IDA); GO:0032774(IGI—IEP); GO:0034654(IDA—IMP); GO:0051252(IDA—IDA); GO:0060255(IDA—IMP); GO:0080090(IDA—IDA); GO:0090304(IDA—IMP); GO:0141187(IDA—IDA); GO:2001141(IDA—IMP); GO:0007166(IDA—IDA); GO:0009966(IDA—IMP); GO:0035556(IDA—IDA); GO:1902531(IDA—IMP); GO:0000165(IGI—IDA); GO:0010648(IDA—IMP); GO:0023057(IDA—IDA); GO:0043408(IDA—IDA); GO:0141124(IDA—IEP); GO:0001816(IDA—IDA); GO:0001817(IDA—IMP); GO:0019221(IDA—IDA); GO:0071345(IGI—IDA); GO:0006351(IDA—IDA); GO:0006355(IDA—IMP); GO:0009889(IGI—IMP); GO:0010467(IDA—IDA); GO:0010468(IDA—IDA); GO:0010556(IDA—IMP); GO:0016070(IDA—IEP); GO:0019219(IDA—IDA); GO:0032774(IDA—IDA); GO:0034654(IDA—IMP); GO:0051252(IDA—IDA); GO:0060255(IDA—IDA); GO:0080090(IGI—IMP); GO:0090304(IDA—IDA)
OSM	LILRB1	common_go_term	GO:0009889(IDA—IDA); GO:0010467(IDA—IDA); GO:0010468(IDA—IDA); GO:0010556(IDA—IDA); GO:0060255(IDA—IDA); GO:0007166(IDA—IDA); GO:0009891(IDA—IDA); GO:0009893(IDA—IDA); GO:0010557(IDA—IDA); GO:0010604(IDA—IDA); GO:0001816(IDA—IDA); GO:0001817(IDA—IDA); GO:0001819(IDA—IDA); GO:0010628(IDA—IDA); GO:0023061(IDA—IDA); GO:0031347(IDA—IDA); GO:0032940(IDA—IDA); GO:0051046(IDA—IDA); GO:0051048(IDA—IDA); GO:0051051(IDA—IDA); GO:1903530(IDA—IDA); GO:1903531(IDA—IDA)
OSM	LILRB1	common_go_term	GO:0009889(IDA—IDA); GO:0010467(IDA—IDA); GO:0010468(IDA—IDA); GO:0010556(IDA—IDA); GO:0060255(IDA—IDA); GO:0007166(IDA—IDA); GO:0009891(IDA—IDA); GO:0009893(IDA—IDA); GO:0010557(IDA—IDA); GO:0010604(IDA—IDA); GO:0001816(IDA—IDA); GO:0001817(IDA—IDA); GO:0001819(IDA—IDA); GO:0010628(IDA—IDA); GO:0023061(IDA—IDA); GO:0031347(IDA—IDA); GO:0032940(IDA—IDA); GO:0051046(IDA—IDA); GO:0051048(IDA—IDA); GO:0051051(IDA—IDA); GO:1903530(IDA—IDA); GO:1903531(IDA—IDA)
OSM	LILRB1	common_go_term	GO:0009889(IDA—IDA); GO:0010467(IDA—IDA); GO:0010468(IDA—IDA); GO:0010556(IDA—IDA); GO:0060255(IDA—IDA); GO:0007166(IDA—IDA); GO:0009891(IDA—IDA); GO:0009893(IDA—IDA); GO:0010557(IDA—IDA); GO:0010604(IDA—IDA); GO:0001816(IDA—IDA); GO:0001817(IDA—IDA); GO:0001819(IDA—IDA); GO:0010628(IDA—IDA); GO:0023061(IDA—IDA); GO:0031347(IDA—IDA); GO:0032940(IDA—IDA); GO:0051046(IDA—IDA); GO:0051048(IDA—IDA); GO:0051051(IDA—IDA); GO:1903530(IDA—IDA); GO:1903531(IDA—IDA)
OSM	LILRB4	common_go_term	GO:0006351(IDA—IMP); GO:0006355(IDA—IDA); GO:0009889(IDA—IMP); GO:0010467(IDA—IDA); GO:0010468(IDA—IMP); GO:0010556(IDA—IDA); GO:0016070(IDA—IDA); GO:0019219(IDA—IDA); GO:0032774(IGI—IEP); GO:0034654(IDA—IMP); GO:0051252(IDA—IDA); GO:0060255(IDA—IMP); GO:0080090(IDA—IDA); GO:0090304(IDA—IMP); GO:0141187(IDA—IDA); GO:2001141(IDA—IMP); GO:0007166(IDA—IDA); GO:0009966(IDA—IMP); GO:0035556(IDA—IDA); GO:1902531(IDA—IMP); GO:0000165(IGI—IDA); GO:0010648(IDA—IMP); GO:0023057(IDA—IDA); GO:0043408(IDA—IDA); GO:0141124(IDA—IEP); GO:0001816(IDA—IDA); GO:0001817(IDA—IMP); GO:0019221(IDA—IDA); GO:0071345(IGI—IDA); GO:0006351(IDA—IDA); GO:0006355(IDA—IMP); GO:0009889(IGI—IMP); GO:0010467(IDA—IDA); GO:0010468(IDA—IDA); GO:0010556(IDA—IMP); GO:0016070(IDA—IEP); GO:0019219(IDA—IDA); GO:0032774(IDA—IDA); GO:0034654(IDA—IMP); GO:0051252(IDA—IDA); GO:0060255(IDA—IDA); GO:0080090(IGI—IMP); GO:0090304(IDA—IDA)
OSM	LILRB4	common_go_term	GO:0006351(IDA—IMP); GO:0006355(IDA—IDA); GO:0009889(IDA—IMP); GO:0010467(IDA—IDA); GO:0010468(IDA—IMP); GO:0010556(IDA—IDA); GO:0016070(IDA—IDA); GO:0019219(IDA—IDA); GO:0032774(IGI—IEP); GO:0034654(IDA—IMP); GO:0051252(IDA—IDA); GO:0060255(IDA—IMP); GO:0080090(IDA—IDA); GO:0090304(IDA—IMP); GO:0141187(IDA—IDA); GO:2001141(IDA—IMP); GO:0007166(IDA—IDA); GO:0009966(IDA—IMP); GO:0035556(IDA—IDA); GO:1902531(IDA—IMP); GO:0000165(IGI—IDA); GO:0010648(IDA—IMP); GO:0023057(IDA—IDA); GO:0043408(IDA—IDA); GO:0141124(IDA—IEP); GO:0001816(IDA—IDA); GO:0001817(IDA—IMP); GO:0019221(IDA—IDA); GO:0071345(IGI—IDA); GO:0006351(IDA—IDA); GO:0006355(IDA—IMP); GO:0009889(IGI—IMP); GO:0010467(IDA—IDA); GO:0010468(IDA—IDA); GO:0010556(IDA—IMP); GO:0016070(IDA—IEP); GO:0019219(IDA—IDA); GO:0032774(IDA—IDA); GO:0034654(IDA—IMP); GO:0051252(IDA—IDA); GO:0060255(IDA—IDA); GO:0080090(IGI—IMP); GO:0090304(IDA—IDA)
OSM	CYFIP1	common_go_term	GO:0006351(IDA—IMP); GO:0006355(IDA—IMP); GO:0009889(IDA—IMP); GO:0010467(IDA—IMP); GO:0010468(IDA—IMP); GO:0010556(IDA—IMP); GO:0016070(IDA—IMP); GO:0019219(IDA—IMP); GO:0032774(IDA—IMP); GO:0034654(IDA—IMP); GO:0051252(IDA—IMP); GO:0060255(IDA—IMP); GO:0080090(IDA—IMP); GO:0090304(IGI—IMP); GO:0141187(IDA—IMP); GO:2001141(IDA—IMP); GO:0035556(IDA—IMP); GO:0006357(IDA—IMP); GO:0006366(IDA—IMP); GO:0141124(IGI—IMP); GO:0006351(IDA—IMP); GO:0006355(IDA—IMP)
OSM	DUSP16	common_go_term	GO:0009966(IDA—IDA); GO:0035556(IDA—IDA); GO:1902531(IGI—IDA); GO:0000165(IDA—IDA); GO:0010648(IDA—IDA); GO:0023057(IDA—IDA); GO:0043408(IGI—IDA); GO:0141124(IDA—IDA); GO:0009966(IDA—IDA); GO:0035556(IGI—IDA); GO:1902531(IDA—IDA); GO:0000165(IGI—IDA)
OSM	GCNT2	common_go_term	GO:0009889(IDA—IMP); GO:0010467(IDA—IMP); GO:0010468(IDA—IMP); GO:0010556(IDA—IMP); GO:0060255(IGI—IMP); GO:0007166(IDA—IMP); GO:0009966(IGI—IMP); GO:0035556(IDA—IMP); GO:0036211(IDA—IMP); GO:1902531(IDA—IMP); GO:0009967(IDA—IMP); GO:0010647(IGI—IMP); GO:0023056(IDA—IMP); GO:1902533(IGI—IMP); GO:0000165(IDA—IMP); GO:0043408(IGI—IMP); GO:0043410(IDA—IMP); GO:0141124(IDA—IMP); GO:0043491(IDA—IMP); GO:0051896(IGI—IMP); GO:0051897(IGI—IMP); GO:0009889(IGI—IMP); GO:0010467(IDA—IMP); GO:0010468(IDA—IMP); GO:0010556(IGI—IMP); GO:0060255(IDA—IMP); GO:0007166(IGI—IMP); GO:0009966(IDA—IMP); GO:0035556(IGI—IMP)
OSM	CYFIP1	common_go_term	GO:0006351(IDA—IMP); GO:0006355(IDA—IMP); GO:0009889(IDA—IMP); GO:0010467(IDA—IMP); GO:0010468(IDA—IMP); GO:0010556(IDA—IMP); GO:0016070(IDA—IMP); GO:0019219(IDA—IMP); GO:0032774(IDA—IMP); GO:0034654(IDA—IMP); GO:0051252(IDA—IMP); GO:0060255(IDA—IMP); GO:0080090(IDA—IMP); GO:0090304(IGI—IMP); GO:0141187(IDA—IMP); GO:2001141(IDA—IMP); GO:0035556(IDA—IMP); GO:0006357(IDA—IMP); GO:0006366(IDA—IMP); GO:0141124(IGI—IMP); GO:0006351(IDA—IMP); GO:0006355(IDA—IMP)
GRK3	TM9SF4	common_go_term	GO:0006897(IDA—IMP)
GRK3	LILRB1	common_go_term	GO:0006897(IDA—IDA)
GRK3	LRP1	common_go_term	GO:0006897(IDA—IGI); GO:0006898(IDA—IMP); GO:0006897(IDA—IMP)
GRK3	CTSL	common_go_term	GO:0006897(IDA—IDA); GO:0006898(IDA—IDA)
GRK3	CD36	common_go_term	GO:0006897(IDA—IMP); GO:0006898(IDA—IMP)
GRK3	ITGAV	common_go_term	GO:0006897(IDA—IDA); GO:0006897(IDA—IGI)
GRK3	DAB2	common_go_term	GO:0006897(IDA—IMP); GO:0006898(IDA—IMP)
GRK3	MERTK	common_go_term	GO:0006897(IDA—IDA); GO:0006897(IDA—IMP)
GRK3	ANXA2	common_go_term	GO:0006897(IDA—IDA); GO:0006898(IDA—IDA); GO:0031623(IDA—IDA)
GRK3	GAS6	common_go_term	GO:0006897(IDA—IDA)
GRK3	LILRB4	common_go_term	GO:0006897(IDA—IMP); GO:0006898(IDA—IMP); GO:0031623(IDA—IMP)
GRK3	PLXNB2	common_go_term	GO:0006897(IDA—IDA); GO:0006898(IDA—IDA)
GRK3	TGM2	common_go_term	GO:0006897(IDA—IDA)
GRK3	LILRB1	common_go_term	GO:0006897(IDA—IDA)
GRK3	LILRB4	common_go_term	GO:0006897(IDA—IMP); GO:0006898(IDA—IMP); GO:0031623(IDA—IMP)
GRK3	LILRB4	common_go_term	GO:0006897(IDA—IMP); GO:0006898(IDA—IMP); GO:0031623(IDA—IMP)
GRK3	LILRB1	common_go_term	GO:0006897(IDA—IDA)
GRK3	LILRB1	common_go_term	GO:0006897(IDA—IDA)
GRK3	LILRB1	common_go_term	GO:0006897(IDA—IDA)
GRK3	LILRB4	common_go_term	GO:0006897(IDA—IMP); GO:0006898(IDA—IMP); GO:0031623(IDA—IMP)
GRK3	LILRB4	common_go_term	GO:0006897(IDA—IMP); GO:0006898(IDA—IMP); GO:0031623(IDA—IMP)
LGALS1	HMOX1	common_go_term	GO:0042981(HMP—HMP); GO:0009966(HMP—HMP); GO:0035556(HMP—IMP); GO:1902531(HMP—HMP); GO:0009967(HMP—HMP); GO:0010647(HMP—HMP); GO:0023056(IDA—HMP); GO:1902533(HMP—IMP); GO:0141124(HMP—HMP); GO:0007249(HMP—HMP); GO:0043122(HMP—HMP); GO:0043123(HMP—HMP); GO:0042981(HMP—HMP)
LGALS1	PPP2CB	common_go_term	GO:0009966(HMP—IGI); GO:0035556(HMP—IGI); GO:1902531(HMP—IGI); GO:0141124(HMP—IGI); GO:0007249(HMP—IGI); GO:0043122(HMP—IGI)
LGALS1	LILRB1	common_go_term	GO:0042981(IDA—IDA); GO:0031347(IDA—IDA); GO:0002285(IDA—IDA); GO:0002286(IDA—IEP); GO:0002521(IDA—IMP); GO:0002694(IDA—IDA); GO:0002695(IDA—IDA); GO:0002698(IDA—IDA); GO:0002819(IDA—IDA); GO:0002820(IDA—IDA); GO:0002822(IDA—IDA); GO:0002823(IDA—IDA); GO:0007162(IDA—IDA); GO:0010721(IDA—IDA); GO:0022407(IDA—IMP); GO:0022408(IDA—IDA); GO:0030097(IDA—IDA); GO:0042110(IDA—IDA); GO:0043065(IDA—IEP); GO:0043068(IDA—IMP); GO:0045596(IDA—IDA); GO:0046631(IDA—IDA); GO:0046634(IDA—IDA); GO:0046636(IDA—IDA); GO:0050777(IDA—IDA); GO:0050863(IDA—IDA); GO:0050866(IDA—IMP); GO:0050868(IDA—IDA); GO:0051249(IDA—IDA); GO:0051250(IDA—IDA); GO:0060284(IDA—IDA); GO:0097028(IDA—IDA); GO:1902105(IDA—IDA); GO:1902106(IDA—IDA); GO:1903037(IDA—IDA); GO:1903038(IDA—IDA); GO:1903131(IDA—IDA); GO:1903706(IDA—IMP); GO:1903707(IDA—IEP); GO:2001198(IDA—IMP); GO:0042981(IDA—IDA); GO:0031347(IDA—IMP); GO:0002285(IDA—IDA); GO:0002286(IDA—IMP); GO:0002521(IDA—IDA); GO:0002694(IDA—IDA); GO:0002695(IDA—IEP); GO:0002698(IDA—IMP); GO:0002819(IDA—IDA); GO:0002820(IDA—IMP); GO:0002822(IDA—IDA); GO:0002823(IDA—IMP); GO:0007162(IDA—IMP)
LGALS1	CD33	common_go_term	GO:0002694(IDA—IDA); GO:0002695(IDA—IDA); GO:0050866(IDA—IDA)
LGALS1	AHR	common_go_term	GO:0035556(IDA—IDA); GO:0031347(IDA—IDA); GO:0050727(IDA—IDA); GO:0002694(IDA—IDA); GO:0002698(IDA—IDA); GO:0002819(IDA—IDA); GO:0002820(IDA—IDA); GO:0002822(HMP—IDA); GO:0002823(IDA—IDA); GO:0050777(IDA—IDA); GO:0051249(IDA—IDA)
LGALS1	SUFU	common_go_term	GO:0009966(HMP—IMP)
LGALS1	CD69	common_go_term	GO:0002285(IDA—IDA); GO:0002286(IDA—IDA); GO:0002287(IDA—IDA); GO:0002292(IDA—IDA); GO:0002293(IDA—IDA); GO:0002294(IDA—IDA); GO:0002295(IDA—IDA); GO:0002360(IDA—IDA); GO:0002363(IDA—IDA); GO:0002521(IDA—IDA); GO:0002694(IDA—IDA); GO:0002695(IDA—IDA); GO:0002698(IDA—IDA); GO:0002819(IDA—IDA); GO:0002820(IDA—IDA); GO:0002822(IDA—IDA); GO:0002823(IDA—IDA); GO:0007162(IDA—IDA); GO:0010453(IDA—IDA); GO:0010454(IDA—IDA); GO:0010721(IDA—IDA); GO:0022407(IDA—IDA); GO:0022408(IDA—IDA); GO:0030097(IDA—IDA); GO:0030098(IDA—IDA); GO:0030217(IDA—IDA); GO:0035710(IDA—IDA); GO:0042093(IDA—IDA); GO:0042110(IDA—IDA); GO:0043367(IDA—IDA); GO:0043368(IDA—IDA); GO:0043369(IDA—IDA); GO:0043370(IDA—IDA); GO:0043371(IDA—IDA); GO:0043373(IDA—IDA); GO:0045058(IDA—IDA); GO:0045580(IDA—IDA); GO:0045581(IDA—IDA); GO:0045596(IDA—IDA); GO:0045619(IDA—IDA); GO:0045620(IDA—IDA); GO:0045622(IDA—IDA); GO:0045623(IDA—IDA); GO:0046631(IDA—IDA); GO:0046632(IDA—IDA); GO:0046634(IDA—IDA); GO:0046636(IDA—IDA); GO:0046637(IDA—IDA); GO:0046639(IDA—IDA); GO:0050777(IDA—IDA); GO:0050863(IDA—IDA); GO:0050866(IDA—IDA); GO:0050868(IDA—IDA); GO:0051249(IDA—IDA); GO:0051250(IDA—IDA); GO:0060284(IDA—IDA); GO:0072538(IDA—IDA); GO:0072539(IDA—IDA); GO:0072540(IDA—IDA); GO:1902105(IDA—IDA); GO:1902106(IDA—IDA); GO:1903037(IDA—IDA); GO:1903038(IDA—IDA); GO:1903131(IDA—IDA); GO:1903706(IDA—IDA); GO:1903707(IDA—IDA); GO:2000316(IDA—IDA); GO:2000317(IDA—IDA); GO:2000319(IDA—IDA); GO:2000320(IDA—IDA); GO:2000328(IDA—IDA); GO:2000329(IDA—IDA); GO:2000514(IDA—IDA); GO:2000515(IDA—IDA)
LGALS1	DUSP16	common_go_term	GO:0009966(HMP—IDA); GO:0035556(HMP—IDA); GO:1902531(HMP—IDA); GO:0141124(HMP—IDA)
LGALS1	GCNT2	common_go_term	GO:0009966(IDA—IMP); GO:0035556(HMP—IMP); GO:1902531(HMP—IMP); GO:0009967(HMP—IMP); GO:0010647(IDA—IMP); GO:0023056(HMP—IMP); GO:1902533(HMP—IMP); GO:0141124(IDA—IMP); GO:0007162(HMP—IMP); GO:0022407(HMP—IMP); GO:0045597(HMP—IMP)
LGALS1	SASH1	common_go_term	GO:0009966(HMP—IMP); GO:0035556(HMP—IMP); GO:1902531(HMP—IMP); GO:0009967(HMP—IMP); GO:0010647(IDA—IMP); GO:0023056(HMP—IMP); GO:1902533(HMP—IMP); GO:0141124(HMP—IMP); GO:0032103(HMP—IMP)
LGALS1	WASF1	common_go_term	GO:0035556(HMP—IMP); GO:0141124(HMP—IMP)
LGALS1	LY86	common_go_term	GO:0009966(HMP—IGI); GO:0009967(HMP—IGI); GO:0010647(HMP—IGI); GO:0023056(HMP—IGI); GO:0032103(IDA—IGI)
LGALS1	CD86	common_go_term	GO:0048018(IDA—IDA); GO:0042110(IDA—IDA)
LGALS1	CCDC88A	common_go_term	GO:0009966(HMP—IDA); GO:0035556(HMP—IDA); GO:0009967(HMP—IDA); GO:0010647(HMP—IDA); GO:0023056(HMP—IDA); GO:0141124(HMP—IDA)
LGALS1	VAMP8	common_go_term	GO:0010647(HMP—IMP); GO:0023056(HMP—IMP); GO:0031347(IDA—IMP); GO:0031349(IDA—IMP); GO:0032103(IDA—IMP); GO:0050727(IDA—IMP); GO:0050729(IDA—IMP); GO:0046718(IDA—IMP)
LGALS1	LGALSL	common_go_term	GO:0048018(IDA—IDA)
LGALS1	CCR2	common_go_term	GO:0032103(IDA—IDA)
LGALS1	FLT3	common_go_term	GO:0030097(IDA—IDA)
LGALS1	LY9	common_go_term	GO:0002285(IDA—IDA); GO:0002286(IDA—IDA); GO:0002287(IDA—IDA); GO:0002292(IDA—IDA); GO:0002293(IDA—IDA); GO:0002294(IDA—IDA); GO:0002295(IDA—IDA); GO:0002360(IDA—IDA); GO:0002363(IDA—IDA); GO:0002521(IDA—IDA); GO:0030097(IDA—IDA); GO:0030098(IDA—IDA); GO:0030217(IDA—IDA); GO:0035710(IDA—IDA); GO:0042093(IDA—IDA); GO:0042110(IDA—IDA); GO:0043367(IDA—IDA); GO:0043368(IDA—IDA); GO:0043369(IDA—IDA); GO:0043373(IDA—IDA); GO:0045058(IDA—IDA); GO:0046631(IDA—IDA); GO:0046632(IDA—IDA); GO:0072538(IDA—IDA); GO:0072539(IDA—IDA); GO:0072540(IDA—IDA); GO:1903131(IDA—IDA)
LGALS1	PDE1B	common_go_term	GO:0002521(IDA—IEP); GO:0030097(IDA—IEP); GO:1903131(IDA—IEP)
LGALS1	RRAS	common_go_term	GO:0009966(IDA—IMP); GO:0035556(HMP—IMP); GO:1902531(IDA—IMP); GO:0141124(HMP—IMP); GO:0002521(IDA—IMP); GO:0030097(HMP—IMP); GO:0045597(HMP—IMP)
LGALS1	IRF5	common_go_term	GO:0042981(IDA—IDA); GO:0035556(IDA—IDA); GO:0031347(IDA—IDA); GO:0031349(HMP—IDA); GO:0032103(IDA—IMP); GO:0043065(IDA—IMP); GO:0043068(IDA—IMP)
LGALS1	CBFA2T3	common_go_term	GO:0002521(IDA—IDA); GO:0030097(IDA—IDA)
LGALS1	SH3BP4	common_go_term	GO:0009966(HMP—IMP); GO:0035556(HMP—IMP); GO:1902531(HMP—IMP)
LGALS1	TRPM4	common_go_term	GO:0009966(IDA—IDA); GO:0035556(IDA—IDA); GO:0009967(HMP—IDA); GO:0010647(HMP—IDA); GO:0023056(HMP—IDA); GO:0141124(HMP—IDA); GO:0002819(HMP—IDA); GO:0002822(HMP—IDA)
LGALS1	PRR7	common_go_term	GO:0042981(IDA—IMP); GO:0043065(IDA—IMP); GO:0043068(IDA—IMP)
LGALS1	PPARG	common_go_term	GO:0042981(IDA—IDA); GO:0009966(HMP—IDA); GO:0035556(HMP—IGI); GO:1902531(HMP—IMP); GO:0009967(HMP—IDA); GO:0010647(IDA—IDA); GO:0023056(IDA—IDA); GO:0141124(HMP—IDA); GO:0031347(IDA—IMP); GO:0002521(IDA—IDA); GO:0030097(IDA—IGI); GO:0043065(IDA—IMP); GO:0043068(IDA—IDA); GO:0045596(HMP—IMP); GO:0050777(HMP—IDA); GO:1903131(IDA—IMP); GO:0042981(IDA—IDA); GO:0009966(HMP—IMP); GO:0035556(HMP—IDA); GO:1902531(HMP—IMP); GO:0009967(HMP—IMP); GO:0010647(IDA—IDA); GO:0023056(IDA—IGI); GO:0141124(HMP—IDA); GO:0031347(IDA—IGI); GO:0002521(IDA—IDA)
LGALS1	RIN2	common_go_term	GO:0045597(IDA—IMP)
LGALS1	CAMK1	common_go_term	GO:0035556(HMP—IMP); GO:0045597(IDA—IMP)
LGALS1	CTSL	common_go_term	GO:0046718(IDA—IDA)
LGALS1	P2RX4	common_go_term	GO:0009966(HMP—IDA); GO:0035556(HMP—IMP); GO:1902531(HMP—IDA); GO:0009967(HMP—IMP); GO:0010647(IDA—IDA); GO:0023056(HMP—IMP); GO:1902533(HMP—IDA); GO:0141124(HMP—IMP); GO:0032103(HMP—IMP); GO:0009966(HMP—IDA); GO:0035556(HMP—IMP); GO:1902531(HMP—IDA); GO:0009967(HMP—IMP); GO:0010647(IDA—IDA); GO:0023056(HMP—IMP); GO:1902533(HMP—IDA); GO:0141124(HMP—IMP)
LGALS1	CD36	common_go_term	GO:0009966(HMP—IGI); GO:0035556(HMP—IGI); GO:1902531(HMP—IGI); GO:0009967(HMP—IGI); GO:0010647(HMP—IGI); GO:0023056(IDA—IGI); GO:1902533(IDA—IGI); GO:0141124(IDA—IGI); GO:0007249(HMP—IDA); GO:0031347(HMP—IGI); GO:0031349(HMP—IGI); GO:0032103(IDA—IGI); GO:0043122(HMP—IMP); GO:0043123(HMP—IDA); GO:0045597(HMP—IGI); GO:0009966(HMP—IGI); GO:0035556(HMP—IGI)
LGALS1	AGAP2	common_go_term	GO:0042981(IDA—IGI)
LGALS1	ITGAV	common_go_term	GO:0052372(HMP—IMP); GO:0042981(HMP—IMP); GO:0009966(HMP—IMP); GO:0035556(HMP—IMP); GO:1902531(HMP—IMP); GO:0009967(IDA—IMP); GO:0010647(IDA—IMP); GO:0023056(IDA—IMP); GO:1902533(IDA—IDA); GO:0141124(HMP—IMP); GO:0045596(HMP—IMP); GO:0046718(HMP—IMP)
LGALS1	ACVRL1	common_go_term	GO:0009966(IDA—IMP); GO:0035556(HMP—IDA); GO:1902531(HMP—IGI); GO:0009967(HMP—IMP); GO:0010647(HMP—IDA); GO:0023056(HMP—IGI); GO:1902533(IDA—IMP); GO:0141124(HMP—IDA); GO:0007162(HMP—IGI); GO:0045597(HMP—IMP); GO:0009966(IDA—IDA); GO:0035556(HMP—IGI); GO:1902531(HMP—IMP); GO:0009967(HMP—IMP); GO:0010647(HMP—IGI); GO:0023056(HMP—IMP); GO:1902533(IDA—IMP); GO:0141124(HMP—IMP)
LGALS1	NKD1	common_go_term	GO:0009966(HMP—IGI); GO:0009966(HMP—IMP)
LGALS1	TNFRSF11A	common_go_term	GO:0009966(IDA—IMP); GO:0035556(HMP—IMP); GO:1902531(HMP—IDA); GO:0009967(HMP—IMP); GO:0010647(HMP—IDA); GO:0023056(HMP—IMP); GO:1902533(IDA—IDA); GO:0141124(HMP—IMP); GO:0007249(HMP—IDA); GO:0002521(HMP—IMP); GO:0030097(HMP—IMP); GO:0043122(HMP—IDA); GO:0043123(HMP—IMP); GO:0009966(IDA—IMP); GO:0035556(HMP—IMP); GO:1902531(HMP—IDA); GO:0009967(HMP—IMP); GO:0010647(HMP—IDA); GO:0023056(HMP—IMP); GO:1902533(IDA—IDA); GO:0141124(HMP—IMP)
LGALS1	SIGLEC10	common_go_term	GO:0031347(IDA—IPI); GO:0050727(IDA—IPI)
LGALS1	MAP3K6	common_go_term	GO:0035556(HMP—IDA); GO:0141124(HMP—IDA)
LGALS1	ERLIN2	common_go_term	GO:0035556(HMP—IMP)
LGALS1	GLUD1	common_go_term	GO:0010647(HMP—IMP); GO:0023056(HMP—IMP)
LGALS1	CNKSR2	common_go_term	GO:0035556(HMP—IDA)
LGALS1	FER	common_go_term	GO:0009966(HMP—IMP)
LGALS1	PDE3B	common_go_term	GO:0007162(IDA—IMP)
LGALS1	DAB2	common_go_term	GO:0042981(HMP—IDA); GO:0009966(HMP—IMP); GO:0035556(HMP—IDA); GO:1902531(HMP—IMP); GO:0009967(HMP—IDA); GO:0010647(IDA—IMP); GO:0023056(IDA—IDA); GO:1902533(HMP—IMP); GO:0141124(HMP—IDA); GO:0045597(HMP—IMP); GO:0042981(HMP—IDA); GO:0009966(HMP—IDA); GO:0035556(HMP—IDA); GO:1902531(HMP—IDA); GO:0009967(HMP—IMP); GO:0010647(IDA—IDA)
LGALS1	BCL2L11	common_go_term	GO:0042981(HMP—IDA); GO:0035556(IDA—IDA); GO:0043065(IDA—IMP); GO:0043068(IDA—IDA); GO:0042981(HMP—IMP); GO:0035556(IDA—IDA); GO:0043065(IDA—IMP)
LGALS1	MERTK	common_go_term	GO:0042981(IDA—IMP)
